City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
San Quintín,30.4833,-115.95,57.69,74,100,12.64,MX,1614909562
Olafsvik,64.8945,-23.7142,40.86,84,100,11.16,IS,1614909850
Fougamou,-1.2154,10.5838,74.26,92,100,0.83,GA,1614909850
Korla,41.7597,86.1469,39.18,69,49,2.3,CN,1614909851
Oranjemund,-28.55,16.4333,60.62,86,0,7.16,NA,1614909853
Nālūt,30.3333,10.85,56.16,37,98,10.38,LY,1614909853
Baiyin,36.5583,104.2081,51.01,29,0,2.24,CN,1614909854
Ambilobe,-13.2,49.05,74.71,91,100,0.98,MG,1614909856
Sørland,67.667,12.6934,32.25,89,100,5.01,NO,1614909857
Jaqué,7.5175,-78.1703,76.95,79,4,8.75,PA,1614909859
Bahía Solano,6.2262,-77.4044,77.99,81,7,5.26,CO,1614909860
Ulaangom,49.9811,92.0667,2.89,91,92,1.43,MN,1614909862
Jacmel,18.2342,-72.5347,80.6,74,4,8.05,HT,1614909863
Pajapan,18.25,-94.7,77.0,88,90,9.22,MX,1614909865
Bellevue,47.6104,-122.2007,48.99,87,90,3.44,US,1614909649
Severo-Yeniseyskiy,60.3725,93.0408,13.15,95,100,6.62,RU,1614909865
Maumere,-8.6199,122.2111,84.29,68,4,1.7,ID,1614909865
Emba,48.8264,58.1442,18.45,96,30,18.28,KZ,1614909867
Great Yarmouth,52.6083,1.7305,39.0,81,20,6.91,GB,1614909868
Lincoln,40.8,-96.667,55.4,44,1,10.36,US,1614909606
Ulaanbaatar,47.9077,106.8832,1.4,60,0,2.24,MN,1614909868
Mountain Home,43.133,-115.6912,48.2,43,1,9.22,US,1614909870
Adré,13.4667,22.2,64.56,25,42,20.0,TD,1614909871
Mayachnyy,52.6839,55.685,24.91,98,100,20.36,RU,1614909871
Port Hardy,50.6996,-127.4199,44.6,81,75,5.75,CA,1614909600
Arica,-18.475,-70.3042,69.8,83,0,3.44,CL,1614909572
Laas,46.6166,10.7002,39.99,93,0,4.61,IT,1614909727
Maniitsoq,65.4167,-52.9,32.09,89,0,8.03,GL,1614909872
Zhicheng,30.2956,111.5047,53.01,95,100,3.74,CN,1614909873
Salinópolis,-0.6136,-47.3561,78.82,84,96,7.36,BR,1614909874
Thunder Bay,48.4001,-89.3168,26.6,74,75,4.61,CA,1614909610
Bose,45.4612,8.0137,43.0,70,13,2.44,IT,1614909875
Fort Morgan,40.2503,-103.8,39.2,93,90,12.66,US,1614909876
Sobolevo,54.4299,31.8996,19.87,97,18,7.52,RU,1614909895
Caxias,38.7031,-9.2767,53.01,100,75,8.05,PT,1614909897
Mahébourg,-20.4081,57.7,75.2,83,40,6.91,MU,1614909899
Kulhudhuffushi,6.6221,73.07,82.13,76,0,13.44,MV,1614909900
Kibaya,-5.3,36.5667,58.51,100,100,1.66,TZ,1614909901
Mangan,27.5167,88.5333,62.29,29,13,1.63,IN,1614909902
Diu,20.7141,70.9822,74.37,42,0,2.95,IN,1614909902
Hofn,64.2539,-15.2082,40.1,67,0,3.44,IS,1614909902
Harper,4.375,-7.7169,79.5,86,100,9.35,LR,1614909768
Tsumeb,-19.2333,17.7167,57.2,88,6,3.44,NA,1614909903
Lázaro Cárdenas,17.9583,-102.2,73.33,83,7,4.56,MX,1614909605
Yulara,-25.2406,130.9889,87.8,11,8,17.27,AU,1614909903
Bilma,18.6853,12.9164,68.05,21,0,10.36,NE,1614909905
Vadinsk,53.6916,43.0574,26.53,98,100,4.97,RU,1614909906
Kaputa,-8.4689,29.6619,68.13,86,100,1.25,ZM,1614909907
Berdigestyakh,62.0989,126.6992,-22.09,85,100,8.41,RU,1614909908
Gewanē,10.1664,40.6453,71.87,64,43,5.82,ET,1614909909
Arrondissement du Havre,49.5833,0.3333,39.2,93,75,10.36,FR,1614909911
Dagana,16.5165,-15.5068,72.5,24,1,10.67,MR,1614909912
Nioro,13.35,-15.75,76.23,20,30,7.81,GM,1614909914
Seddon,-37.8068,144.8916,63.0,51,90,17.27,AU,1614909915
Erenhot,43.6475,111.9767,12.2,84,3,12.48,CN,1614909916
Henties Bay,-22.116,14.2845,70.25,64,0,5.17,NA,1614909917
Kyabram,-36.3167,145.05,73.0,38,0,1.99,AU,1614909918
Bandar-e Lengeh,26.5579,54.8807,72.9,45,0,5.5,IR,1614909919
Benguela,-12.5763,13.4055,73.92,85,61,1.03,AO,1614909921
Narsaq,60.9167,-46.05,50.0,29,96,18.41,GL,1614909922
Baruun-Urt,46.6806,113.2792,-0.98,90,38,1.48,MN,1614909923
Anking,30.5092,117.0506,53.42,80,100,1.14,CN,1614909923
Ancud,-41.8697,-73.8203,55.0,87,0,5.75,CL,1614909924
Malatya Province,38.5,38.0,41.0,38,0,6.91,TR,1614909925
Trairi,-3.2778,-39.2689,80.24,78,100,9.64,BR,1614909926
Port Blair,11.6667,92.75,82.4,78,40,6.91,IN,1614909916
Corsicana,32.0954,-96.4689,60.8,51,1,4.61,US,1614909928
Poso,-1.3959,120.7524,78.26,78,100,3.89,ID,1614909929
Aksarka,66.5606,67.7975,5.11,95,100,2.39,RU,1614909930
Los Llanos de Aridane,28.6585,-17.9182,64.4,77,0,4.61,ES,1614909932
Dingle,10.9995,122.6711,83.16,74,40,15.3,PH,1614909932
Nanortalik,60.1432,-45.2371,31.77,98,100,5.23,GL,1614909934
Morón,-34.6534,-58.6198,77.0,84,7,1.01,AR,1614909691
Alta Floresta,-9.8756,-56.0861,71.49,98,100,3.2,BR,1614909936
Castro Verde Municipality,37.6983,-8.0858,51.8,93,75,4.61,PT,1614909937
Mandalgovi,45.7625,106.2708,12.65,69,0,2.28,MN,1614909938
Emerald,-23.5333,148.1667,86.0,42,0,4.61,AU,1614909939
Mapimí,25.8167,-103.85,82.4,14,75,1.5,MX,1614909939
Yatou,37.15,122.3833,50.49,69,94,7.65,CN,1614909940
Khandyga,62.6667,135.6,-26.77,81,95,2.04,RU,1614909941
Ibrā’,22.6906,58.5334,66.92,40,0,2.53,OM,1614909942
Deputatsky,69.3,139.9,-22.47,84,100,11.65,RU,1614909954
Amga,60.8953,131.9608,-23.33,82,98,6.73,RU,1614909955
Muisne,0.6,-80.0333,77.88,88,60,7.36,EC,1614909955
Kapuskasing,49.4169,-82.4331,5.0,78,0,6.91,CA,1614909957
Mali,12.079,-12.2982,64.98,34,16,5.03,GN,1614909957
Solwezi,-12.1688,26.3894,60.71,97,98,3.47,ZM,1614909722
Tingo María,-9.2895,-76.0088,70.21,85,7,1.36,PE,1614909958
Sechura,-5.5569,-80.8222,78.93,65,66,11.12,PE,1614909959
Nyurba,63.2842,118.3319,-22.18,85,0,7.99,RU,1614909961
Troitskoye,52.9821,84.6757,18.14,94,100,8.93,RU,1614909961
Burē,10.7,37.0667,63.07,52,80,3.49,ET,1614909962
Yuli,9.6989,10.2744,75.47,18,7,7.65,NG,1614909850
Mukhen,48.1,136.1,27.66,98,100,9.95,RU,1614909964
Bereda,43.2686,-7.5406,46.99,100,74,4.0,ES,1614909965
Yerbogachën,61.2767,108.0108,-13.95,87,91,9.6,RU,1614909966
Kānkānhalli,12.55,77.4167,86.0,88,4,3.44,IN,1614909966
Normal,40.5142,-88.9906,34.0,86,1,12.66,US,1614909967
Promyshlennaya,54.9159,85.6385,21.2,63,0,11.18,RU,1614909968
Kuremaa,58.7353,26.5383,26.01,86,90,6.91,EE,1614909969
Leh,34.1667,77.5833,7.39,74,0,1.01,IN,1614909970
Namie,37.4833,141.0,60.01,55,84,1.01,JP,1614909970
Kailua,21.4022,-157.7394,77.0,68,40,11.5,US,1614909972
Ironton,38.5368,-82.6829,33.8,64,1,13.8,US,1614909972
Omsukchan,62.5333,155.8,-20.92,80,100,17.67,RU,1614909974
Sangar,63.9242,127.4739,-29.67,83,84,8.01,RU,1614909975
Rudnichnyy,59.617,52.4703,10.42,96,100,10.67,RU,1614909975
Chokurdakh,70.6333,147.9167,-8.9,90,100,22.3,RU,1614909976
Piaçabuçu,-10.4056,-36.4344,77.72,78,2,6.4,BR,1614909977
North Bend,43.4065,-124.2243,53.6,76,90,5.75,US,1614909979
Grindavik,63.8424,-22.4338,39.2,93,90,6.91,IS,1614909980
Dunedin,-45.8742,170.5036,60.35,60,100,12.86,NZ,1614909980
Port Hawkesbury,45.6169,-61.3485,32.0,69,90,10.36,CA,1614909981
Port Hedland,-20.3167,118.5667,87.8,48,6,6.91,AU,1614909784
Scarborough,54.2797,-0.4044,37.99,75,100,1.99,GB,1614909954
Arbagar,51.9438,116.2805,-9.69,80,0,2.82,RU,1614909983
Nakamura,32.9833,132.9333,59.45,92,97,12.06,JP,1614909984
Eureka,40.8021,-124.1637,52.0,62,1,11.5,US,1614909966
Katherine,-14.4667,132.2667,89.6,58,1,9.22,AU,1614909985
Hanko,59.8333,22.95,25.0,84,9,5.01,FI,1614909985
Evensk,61.95,159.2333,-16.55,70,100,5.82,RU,1614909986
Lakatoro,-16.0999,167.4164,77.18,88,100,11.59,VU,1614909986
Xichang,27.8964,102.2634,71.01,8,64,1.39,CN,1614909760
Shahr-e Bābak,30.1165,55.1186,52.2,62,43,5.14,IR,1614909988
Nantucket,41.2835,-70.0995,32.07,87,0,27.2,US,1614909877
Vardø,70.3705,31.1107,26.37,88,100,17.81,NO,1614909817
Jiwani,25.05,61.7417,74.93,73,0,8.1,PK,1614910014
Mariental,-24.6333,17.9667,75.99,27,63,7.54,NA,1614910015
Tshane,-24.0196,21.8684,70.83,44,4,6.67,BW,1614910017
Bowen,-20.0167,148.2333,82.4,61,40,12.66,AU,1614910018
Moranbah,-22.0016,148.0466,85.19,41,0,15.82,AU,1614910019
Cockburn Town,21.4612,-71.1419,78.12,76,0,7.99,TC,1614910021
Ţahţā,26.7693,31.5021,50.0,62,0,6.91,EG,1614910021
Honiara,-9.4333,159.95,82.83,71,93,5.5,SB,1614910023
Verkhnevilyuysk,63.4453,120.3167,-22.79,84,0,7.0,RU,1614910024
Mpanda,-6.3655,31.0409,65.26,92,100,2.57,TZ,1614910025
Solton,52.8429,86.4787,17.2,94,100,3.96,RU,1614910027
Sinop Province,41.7711,34.8709,37.11,71,0,9.22,TR,1614910030
São José de Ribamar,-2.5619,-44.0542,78.8,94,40,3.44,BR,1614910032
Marabu,4.4148,114.0089,80.6,89,20,2.3,MY,1614909837
Sfântu Gheorghe,45.8667,25.7833,28.99,49,2,38.99,RO,1614910034
Iwanai,42.9744,140.5089,44.76,91,75,6.51,JP,1614910036
Dalmatovo,56.26,62.9362,24.19,95,100,19.8,RU,1614910037
Lagoa,39.05,-27.9833,57.27,66,84,5.88,PT,1614910038
Amuntai,-2.4177,115.2494,83.16,78,93,0.94,ID,1614909841
Lydenburg,-25.0978,30.4597,57.52,75,0,1.01,ZA,1614910039
Bafatá,12.1667,-14.75,68.34,74,1,5.55,GW,1614910040
Otukpo,7.1913,8.1329,72.91,61,37,3.44,NG,1614910042
St. George's,12.0564,-61.7485,77.0,94,75,17.27,GD,1614909823
Bridlington,54.0831,-0.1919,37.99,81,100,13.94,GB,1614910043
Verkhneyarkeyevo,55.4505,54.3145,18.5,96,97,13.71,RU,1614910045
Pringsewu,-5.3582,104.9744,81.36,77,73,3.09,ID,1614910046
Baykit,61.67,96.37,1.98,89,100,3.11,RU,1614910047
Dalby,-27.1833,151.2667,82.4,42,40,12.66,AU,1614910048
Nānākuli,21.3906,-158.1547,80.6,47,20,8.05,US,1614910049
Rocha,-34.4833,-54.3333,67.39,95,80,2.39,UY,1614910051
Seminole,28.7086,-81.2081,59.0,63,1,3.44,US,1614910020
Kuala Kangsar,4.7667,100.9333,80.6,83,20,6.91,MY,1614910052
Vinh,18.6667,105.6667,74.55,84,87,1.39,VN,1614910053
Puerto Escondido,15.85,-97.0667,78.8,78,1,6.87,MX,1614910055
Ghazīpur,25.5833,83.5667,68.07,25,7,5.28,IN,1614910056
Naryan-Mar,67.6713,53.087,-1.39,92,100,12.73,RU,1614910057
Kikuyu,-1.2458,36.6633,62.6,77,0,4.61,KE,1614910058
Sorong,-0.8833,131.25,83.05,73,100,4.23,ID,1614909882
Teeli,51.0333,90.2333,7.99,91,100,1.5,RU,1614910059
Padilla,3.2204,-76.3139,73.4,73,75,9.22,CO,1614910060
Hay River,60.8156,-115.7999,6.8,85,100,5.75,CA,1614910061
Oodweyne,9.4092,45.064,62.65,69,0,8.84,SO,1614910062
Mehamn,71.0357,27.8492,24.42,90,100,13.38,NO,1614910063
Taywarah,33.35,64.4167,30.67,77,23,1.61,AF,1614910065
Nelson Bay,-32.7167,152.15,77.0,50,75,19.57,AU,1614910066
Nara,34.6851,135.8049,55.0,87,75,6.91,JP,1614910075
Krasnoyarskiy,51.965,59.8967,25.72,96,100,27.16,RU,1614910076
Finschhafen,-6.6024,147.8681,86.85,69,94,6.13,PG,1614910077
Fuji,35.1667,138.6833,54.0,77,100,1.99,JP,1614910078
Giffoni Valle Piana,40.7181,14.9424,48.0,80,69,1.01,IT,1614910079
Ponta Delgada,37.7333,-25.6667,55.4,76,20,20.71,PT,1614910081
Portland,45.5234,-122.6762,50.0,91,100,4.18,US,1614909856
Karatsu,33.4425,129.9697,57.0,75,76,3.0,JP,1614910081
Tolga,34.7222,5.3785,57.2,67,75,12.66,DZ,1614910082
Saint-Michel-des-Saints,46.6834,-73.9159,6.37,89,100,16.08,CA,1614910084
Mangaratiba,-22.9597,-44.0406,77.0,88,0,2.3,BR,1614910084
Marsá Maţrūḩ,31.3525,27.2453,48.2,81,0,5.66,EG,1614910030
Porto Nacional,-10.7081,-48.4172,75.2,94,40,3.44,BR,1614910086
Mīnāb,27.1467,57.0801,66.2,72,0,9.22,IR,1614910086
General Roca,-39.0333,-67.5833,68.0,68,0,6.91,AR,1614910086
Saint-Joseph,-21.3667,55.6167,77.0,78,0,4.61,RE,1614910087
Culebra,18.303,-65.301,78.8,73,75,8.05,PR,1614910088
Winnemucca,40.973,-117.7357,46.4,25,1,8.05,US,1614909906
Asău,46.4333,26.4,41.0,39,40,5.26,RO,1614909949
Shimoda,34.6667,138.95,55.4,88,75,9.22,JP,1614910090
Krasnosel'kup,65.7,82.4667,10.49,95,100,15.01,RU,1614910091
Baturaja,-4.1333,104.1667,81.19,79,68,2.44,ID,1614910092
Nago,26.5881,127.9761,69.8,64,20,8.05,JP,1614910094
Salalah,17.0151,54.0924,69.8,52,0,0.89,OM,1614909876
Atar,20.5169,-13.0499,68.74,20,59,10.16,MR,1614910094
Feuchtwangen,49.1667,10.3333,37.99,93,90,5.75,DE,1614910094
Hamilton,39.1834,-84.5333,34.0,64,0,1.99,US,1614909597
Kyshtovka,56.555,76.6271,27.45,98,100,14.43,RU,1614910095
Sovetskiy,61.3614,63.5842,2.35,94,20,2.84,RU,1614909846
Teacapan,22.55,-105.75,68.27,67,48,8.14,MX,1614910096
Meulaboh,4.1363,96.1285,81.05,81,2,3.85,ID,1614909827
Urucará,-2.5364,-57.76,74.35,94,60,0.85,BR,1614910097
Diego de Almagro,-26.3667,-70.05,59.88,62,0,1.12,CL,1614910097
Batouri,4.4333,14.3667,64.4,35,0,1.16,CM,1614910098
